course,reviews,tokens,sentiment_scores,label,entropy_values
particle-physics,The course was really amazing. Enjoyed & learnt a lot & was privileged to learn from such reputed teachers.,['enjoyed'],[0.425],5,[0.8654698974285927]
particle-physics,"Very poorly presented course. Despite having completed quite a number of coursera courses before, and even being already familiar with a good deal of the preliminary material in this one, i soon abandoned it due to the inadequate and scrappily prepared presentation of material. Mercedes Paniccia in particular speaks in a virtually unintelligible expressionless monotone with no explanation or elaboration to relieve what amounts to little more than a list of definitions and bald statements such as can be found in the glossary section of many textbooks. I would strongly recommend finding an alternative course devoted to the subject or maybe seeking out a readable textbook.","['poorly', 'already', 'material', 'statement']","[-0.6875, 0.5648148148148148, -0.5625, 0.5]",1,"[0.6252624052234231, 0.7557472208646809, 0.7578784625383954, 0.8112781244591328]"
particle-physics,"It must be taught by someone who can speak english clearly. Sorry but I couldn't understand what Mercedes Paniccia spoke, which made the course even more difficult to understand. There are subtitles but it's not possible for everyone to put that much effort. This issue must be taken seriously to make this MOOC much better.","['speak', 'understand', 'everyone']","[-0.4375, -0.6875, 0.5291800000000001]",1,"[0.8571484374283715, 0.6252624052234231, 0.787323583326851]"
personality-types-at-work,Great and insightful course!,['insightful'],[0.625],5,[0.6962122601251458]
personality-types-at-work,Very helpful when learning how to work with people who have different personalities than your own. I loved this course and have found it very useful.,['personality'],[0.575],5,[0.746234301365481]
personality-types-at-work,"Im glad I god new knowledge. My view of the course is that Its very theoretical, but not necessary needs to be be. It could benefit with som illustrations for the achy types, since its already around. With some use of either tv-shows or cartoons it can be clear what it means for the types. However this is only my view and to make it even better. Thanks","['benefit', 'cartoon']","[-0.75, 0.5291800000000001]",3,"[0.5435644431995964, 0.787323583326851]"
personality-types-at-work,This class provided a new perspective about my coworkers. Helping me to better understand their behavior. It also helped me evaluate my own strengths and weaknesses. A good team building exercise.,"['coworkers', 'helped']","[0.5291800000000001, 0.5648148148148148]",4,"[0.787323583326851, 0.7557472208646809]"
personality-types-at-work,"The course content was slightly repetitive and the information on the Myers-Briggs personality types can be found online. It is such a pity that payment must be made to access the graded coursework, preventing one from completing the course if one chooses not to pay.",['type'],[-0.71875],3,[0.5858732928619205]
personality-types-at-work,"This course has contributed a lot in enhancing my personality at work through:1-knowing my personality type and hence knowing my weaknesses and try to overcome.2-knowing others personality traits so finding the optimum way to deal with them.3-Doing well at any interview by knowing the interviewer personality type and going through answers efficiently .4-building a balanced and successful team through the four stages forming , norming ,storming and performing.",['knowing'],[0.625],5,[0.6962122601251458]
personality-types-at-work,"I really liked the course , it is simple, easy to understand and the learning are huge. After taking the course i came to know my positive and the side were in need to work on to improve myself. I thank the course facilitator for designing such a wonderful course. Thank you.",['course'],[0.75],5,[0.5435644431995964]
personality-types-at-work,This was an awesome and very informative course!,['awesome'],[0.75],5,[0.5435644431995964]
personality-types-at-work,"Great course! Listening to the lectures I learned so much about myself, and how I can figure out what others preferences are to communicate more effectively.",['preference'],[0.4375],5,[0.8571484374283715]
pharma-medical-device-innovations,"Of all the courses I have ever taken in my BA, MA, PhD, and MBA coursework, this was the worse. This is a tragically BAD course. No learning outcomes discussed, and the ""teaching"" is sort of mumbling while underlining and reading slides that are WAY TOO complicated and crowded. Just awful. Mistakes in quizzes and exams, frequent misspellings, low effort. One ""instructor"" Ms Mayer simply reads the slides, line by line. THAT is not teaching. Please learn how to teach and interact with your students. U of Minn should be ashamed of this course, and provide some training on how to run a distance learning course to its instructors. As it is, the course is disappointing on every level. To top it off, the instructor has the nerve to show off his boat and tell us how rich he is.... Blech. Poor taste.","['ba', 'phd', 'misspelling', 'line']","[-0.5423888888888888, -0.5955882352941176, -0.75, -0.5]",1,"[0.7759233004567182, 0.7263179821168531, 0.5435644431995964, 0.8112781244591328]"
pharma-medical-device-innovations,"This is a very good course for Pharmaceutical and Medical devices. However, the course was not stand-alone; I had to take google occasionaly. Thanks for the course.GreetingsMubashar Rehman",['good'],[0.5648148148148148],4,[0.7557472208646809]
pharma-medical-device-innovations,I loved this one. The one I wanted to learn and I am feeling fortunate,"['loved', 'feeling']","[0.575, 0.7916666666666666]",5,"[0.746234301365481, 0.48206614808309345]"
pharma-medical-device-innovations,"Overall, a good an edifying course; I feel as though I learned a number of things about pharma and the medical device industry through taking it. The only thing that detracts from my rating is the clarity of the lectures: Bryana Mayer's lectures were a bit dense and confusing (particularly the first few), and she often read directly from the slides. For some of the lectures, it was not clear as to why that particular information was being covered. Despite this, I was able to gather useful information; it just wasn't always completely clear or easy.",['good'],[0.5648148148148148],4,[0.7557472208646809]
pharma-medical-device-innovations,Good in general. a little boring and not really have competitor analysis. They had the worse lectures about the competitor analysis for medical device lectures!,"['good', 'competitor']","[0.5648148148148148, -0.5423888888888888]",4,"[0.7557472208646809, 0.7759233004567182]"
pharma-medical-device-innovations,"All in all,the idea of the topic is good and informative, however honestly speaking I didnt like teaching method of professors. The video volume was very quite.",['idea'],[0.5648148148148148],3,[0.7557472208646809]
pharma-medical-device-innovations,Clear with good real examples!,['good'],[0.5648148148148148],4,[0.7557472208646809]
planning,This was a beautiful experience,['beautiful'],[0.6875],5,[0.6252624052234231]
planning,Very good to give a basic understanding of what planning is.,['good'],[0.5648148148148148],5,[0.7557472208646809]
planning,its good introductory course into the Supply Chain Planning world.,['good'],[0.5648148148148148],4,[0.7557472208646809]
planning,Everything is explained in a very good way,['explained'],[0.5648148148148148],5,[0.7557472208646809]
planning,"I was enrolled in the full specialisation and things went great for the 2 first courses i did, which were mostly peer-review-based (logistics & sourcing).With this one i gave up feeling really unassisted and unable to get answers to my feedback requests. no feedback is provided when you ask something in the forums, ever.When you flag a milestone because of technical issues you won't be ever answered (even when you upload screenshots as proof).The practical exercises with spreadsheets are poorly explained and even contradicted, especially as far as cutting and/or rounding integers are concerned. this is something that can prove 'costly' when doing the quizzes I failed all the questions of all the quizzes for all the attempts I tried. I'm not sure if this is coursera's fault or rutgers' but i don't think i will take ever another course (paying) here in coursera with these kind of calculation quizzes, it's a waste of time.I can't imagine how a mathematical or programming course must be with this poor approach of assessing the results. I suppose I will be censored if I explicitly mention similar sites to coursera but these kind of tests and quizzes are much more better addressed.In a nutshell, I subscribed to the full specialisation paying 45 EUR per month, the first month I was able to certificate myself with the 2 first I did ( logistics & sourcing), this second month (planning & operations) that has just started I gave up, so my final outcome is 2 certificates for 45 EUR each one.Tolerable but you'll never get me here again.","['ask', 'explained', 'question', 'tried']","[-0.6875, 0.46875, 0.46875, 0.5291800000000001]",1,"[0.6252624052234231, 0.8351164948421137, 0.8351164948421137, 0.787323583326851]"
planning,Very good course for anyone onterested,['good'],[0.5648148148148148],5,[0.7557472208646809]
planning,"Nice statistics review, dust brushing from university times...",['nice'],[0.47916666666666663],4,[0.8273744775003173]
planning,Right to the spot with good basic learning!,['good'],[0.5648148148148148],5,[0.7557472208646809]
plato-dialogues,"Had I taken this course without prior knowledge of the subject, without a doubt I would have quit the course after the first lesson. As it is, I gladly clicked the unenroll button after 5 mins into the start of the instructor's week three video. I honestly don't know why I bothered to continue torturing myself as long as I did.John Holbo makes grasping Plato more complicated than it needs to be. In fact, his lessons are nothing more than useless 'white noise' and ill attempts at humour.I recommend NOT taking this course. It does not offer any enlightenment, but will only obfuscate and turn people off from wanting to understand Plato.","['dont', 'continue']","[-0.5, -0.5555555555555555]",1,"[0.8112781244591328, 0.7642045065086205]"
plato-dialogues,"Lot to learn about Plato, same with the other course I'm taking On Plato which was great. I wish the instructor, no offense, taught more and told jokes less. I get what he was trying to do I think, but it made it seem like the vids were for starters and then you had hard tests that he didn't prepare you for in the videos. Much easier that I had already read much of Plato and then could read the excerpts for the test or I would have had a real difficult time getting through this course. It was difficult because you had to do a lot of the reading and sometimes it wasn't clear what answers where expected from the reading, perhaps my reading comprehension isn't as good as it should be. It was still a good challenging course though. I could respectfully disagree with how the material was presented though. Hopefully I can find time to join forums and get more out of it as I've finished the class before the class has officially started.","['video', 'read', 'getting', 'difficult']","[-0.6875, -0.6875, 0.5648148148148148, 0.5648148148148148]",4,"[0.6252624052234231, 0.6252624052234231, 0.7557472208646809, 0.7557472208646809]"
plato-dialogues,"I enjoyed the course and learned from it. It opened a window to logic and living. It was an exercise in critical thinking which one needs at any age. Also, I now realize that I need to improve my reading skills and plan to do so.I recommend that the course have a sequel. Why not do all of the Republic? Also, it would be helpful if the professor explained not only which quizz answers were wrong but why. We are trying to learn, not only pass the course. This is philosophy, after all. Finally, why do the students in Singapur get two additional weeks? How about us?I am a Colombian. Although I speak and write (sort of) English, it would be great to have Spanish subtitles for the lectures. Unfortunately, the Spanish translations of the dialogues may be a problem. I haven´t found any in Cartagena (my home) or on the internet. I do have La República in Spanish with a translation by José Manuel Pabón and Manuel Fernández-Galiano. However, it's very Spanish (from Spain) and for us it seems stilted. Maybe its like the English translations by Benjamin Jowett. Perhaps the answer is to study ancient Greek. Please let Coursera know.In any case, thanks to Professor Holbo for an outstanding and challenging course.Erik Hoffmanehoffman1@une.net.coCartagena, Colombia","['enjoyed', 'sequel', 'trying']","[0.425, -0.5673076923076923, -0.875]",5,"[0.8654698974285927, 0.7534393408598374, 0.3372900666170139]"
plato-dialogues,"Amazing class. Professor Holbo is a wonderful lecturer and makes the material really interesting. He's the perfect guide for navigating this ancient philosophy, so much that he makes it come out modern! Although the class can be challenging at times (quizzes are especially hard), it's fun and full of interesting historic references to Greece that show our own world in a different light.",['professor'],[0.75],5,[0.5435644431995964]
plato-dialogues,"I was blown away by Professor Holbo's content, use of the Coursera tools, and the fusion of Plato' s and more modern thinkers' philosophies. For the course itself, I would give more than five stars if it could. I gave 4 stars because it was very difficult to engage in a substantial discussion concerning the concepts.I hope to have the opportunity to take other courses created by Professor Holbo in the future.","['course', 'difficult']","[-0.6875, 0.5]",4,"[0.6252624052234231, 0.8112781244591328]"
plato-dialogues,"I enjoyed this course. Professor Holbo developed an effective course for a ""philosophy-gentile"" like myself. I especially like the Lectures 7 and 8 where Professor Holbo compare and contrast Plato's philosophies to two modern empirical scientists. I believe this was a very effective way to get the Platonic lessons through to students. It is also an excellent thought-provoking technique to get people to think about their morality, ethics and spirituality.","['enjoyed', 'philosophy']","[0.425, 1.0]",5,"[0.8654698974285927, 0.0]"
plato-dialogues,"John Holbo is a very good narrator, I liked his book and videos very much. He made it more easy to get through the material, which sometimes is challenging (especially if english is not your native tongue)",['john'],[0.5648148148148148],4,[0.7557472208646809]
plato-dialogues,"The professor's view of Plato is unique and interesting. I would not recommend this as a first look at the Dialogues, however. Also, it was difficult to see how the lectures connected to the remit of the course, to teach ""reason and persuasion"", in Plato's view. The course was more of a ""modern take on ancient questions"".",['look'],[-0.6875],3,[0.6252624052234231]
plato-dialogues,"R&P is a great course for anyone with a slight interest in the basic questions about life. If ever I found myself begging for answers on this questions or trying to understand myself in a wider perspective, or simply bored out of my mind, finding this course has meant finding my life, or at least finding a better way to live my life.",['meant'],[0.5291800000000001],5,[0.787323583326851]
plato-dialogues,"I never would have thought Plato would be captivating, but this course brings the Dialogues to life!",['plato'],[0.5],5,[0.8112781244591328]
plato-dialogues,"Was a little uncertain at first but after completing week 1 I have become comfortable with the quirky style of the course. I wasn't game to try the quizzes until I had downloaded the book on my iPad and read chapter six, glad I did and will use this as my weekly process.Enjoying this course very much. Week 2 quizzes were more testing, took three attempts at both quiz 3 and quiz 4 even though I passed on first attempt: 4 out of 6 / 4 out of 6; 4 out of 6 / 4 out of 6; 5 out of 6 / 6 out of 6. I like the dialogue format and that the language style is in modern conversational English. Socrates guy is hard to please, but he still forces us to think after 2,000 years. Pity the Greeks don't have him around today, their economy might be in better shape. The dentist at our local shopping centre is called Socrates but I don't believe they are related.","['comfortable', 'even', 'attempt']","[-0.5, -0.71875, 0.5291800000000001]",5,"[0.8112781244591328, 0.5858732928619205, 0.787323583326851]"
plato-dialogues,Extremely funny and witty.,['witty'],[0.5],5,[0.8112781244591328]
population-health,more than just an intro it offers broad coverage of a number of pop health issues with interesting and concrete illustrations. Good pace. Not overwhelming time commitment.,['illustration'],[0.5648148148148148],5,[0.7557472208646809]
population-health,I really enjoyed it. The professors really articulated many of the concepts that are presented in the field of Population Health that I had not previously encountered in my research into humanity. I am inspired to further my education in PH as a result,['enjoyed'],[0.425],5,[0.8654698974285927]
population-health,A good broad range of topics covered.,['good'],[0.5648148148148148],4,[0.7557472208646809]
portfolio-management,Good course....but way out of my depth! Too mathematical for my liking; would have preferred more balance to this course!! None of us are going to calculate things to such an extent....,['good'],[0.5648148148148148],2,[0.7557472208646809]
portfolio-management,"This course is very helpful to really get a taste of the financial models used for investing. If you are one of those who love to break down a problem and base your decisions on an in depth analysis, then this is the course for you. This course only talks about stocks and not other financial securities, however the main advantage of this course is that you would learn concepts, ideas and logics that could very well be extended to other financial securities. The course is easy to understand but it is always a good idea to have basics of economics and mathematics brushed up beforehand.",['easy'],[0.5648148148148148],4,[0.7557472208646809]
portfolio-management,the equations/math could have been delivered in a much better way,['much'],[0.5291800000000001],3,[0.787323583326851]
portfolio-management,good course,['good'],[0.5648148148148148],4,[0.7557472208646809]
portfolio-management,Excellent course for people with little finance background.,['excellent'],[1.0],5,[0.0]
postharvest,"I am very grateful to faculties for this course, Dr Prasantha Kalitha and his colleagues for such a informative and ultimate course on 'Global PH Losses'. This course is very important to all learners from developing and developed countries, since world's growing population facing acute food shortage, thereby saving losses becomes need of the hour.In fact this is my first time for such online course, but enjoyed the course due to support of all the colleagues in the course.""Saving the food is producing the food"" and this course will help to accomplish this global goal.Thanks and regards,",['shortage'],[0.425],5,[0.8654698974285927]
postharvest,"A wonderful piece and a great eye opener on issues of post harvest losses and food security in general. Thanks for the course , nice move.","['wonderful', 'general']","[0.75, 0.47916666666666663]",5,"[0.5435644431995964, 0.8273744775003173]"
postharvest,"Very good course , much informative and useful. Thanks to the instructors and coursera.",['good'],[0.5648148148148148],5,[0.7557472208646809]
postharvest,"The course, led by experts, presents clearly and gradually the key concepts of post-harvest losses.The evaluation is very thorough and requires carefully attention during the on-line teaching.But beyond the learnings, the course includes 3 essays writting which are a great opportunity to share own experience with other peers.","['key', 'attention']","[0.8125, 0.5]",5,"[0.4488644887230294, 0.8112781244591328]"
postharvest,There are a lot of aspects of PHL that is not taught to Agricultural Engineers in India. This course is an excellent way of understanding some of those aspects such as economical value of PHL and the role of Extension workers in PHL. The course also opened my mind to the many available resources online and also to the problem of PHL as a global aspect.,['taught'],[1.0],5,[0.0]
power-electronics-capstone,"Good design projects, but very difficult at some times","['good', 'project']","[0.5648148148148148, -0.6875]",4,"[0.7557472208646809, 0.6252624052234231]"
power-electronics-capstone,"The whole specialization series is definite a 5 star Coursera course. As a electrical engineer designing lab and industrial use power supplies, I found the material in this class review and enhance my knowledge, and more importantly, a systematic view of DC-DC converter concepts, which is a good reference of my future career.The book those professors wrote is called ""bible"" in the power electronic industry, and most of the interviewers will ask questions related to the material in that book when you take a job interview in this industry, especially for an entry level or junior position. Watching the videos and doing the homework and final project help me understand those material more efficiently.The six classes are still too short for all the material. Some good techniques such as soft-start, snubber, and input filtering may be added, even as an optional video. And I am also looking forward to some advance classes with the material like digital control, resonant (LLC) and soft switching, which is popular and widely used in the industry recently.About this final capstone design project, it leads me through the procedure: transfer the requirement to topology selection -> open loop design -> linear modeling and ac analysis -> final time domain analysis. Further, the requirements are well designed so that I need to make trade-offs during these procedure. It takes me quite a while to do the tweaking and simulation iteration, but I found it is a good practice. This is the real life of an engineer!I appreciate the great work from all three professors!","['review', 'material', 'forward']","[0.5648148148148148, 0.5648148148148148, 0.5648148148148148]",5,"[0.7557472208646809, 0.7557472208646809, 0.7557472208646809]"
power-electronics-capstone,"Dear Professors,Thank you Very much for all your dedication in this Specialization. Excellent course and Capstone Project Design. Many Thanks to Coursera.orgBest Regards,Miguel Baldera.",['specialization'],[1.0],5,[0.0]
power-electronics-capstone,Excellent design project which provides an opportunity to utilize the knowledge acquired from previous five courses of this specialization. The understanding of power electronics is put to test for solving a real life problem which is very relevant. Peer grading provides wonderful feedback and interaction among fellow learners.,"['excellent', 'provides', 'real']","[1.0, 0.5, 0.75]",5,"[0.0, 0.8112781244591328, 0.5435644431995964]"
power-electronics-capstone,"It's been a great experience to undergo the capstone project. I should thank Prof. Maksimovic, Prof. Erickson and Prof. Afridi for designing such a good project material and their support for all the questions asked by the students in the forum. I will look forward for the next advanced courses offered by Colorado. Once again thanks to all.",['project'],[0.5648148148148148],5,[0.7557472208646809]
power-electronics-capstone,"This is one of best Courses in Power electronics I have learned ! They are worth learning .Thank you , Professors!",['best'],[0.48451162790697677],5,[0.8233232038953151]
power-electronics-capstone,"Great course. Thanks to prof Erickson, prof. Maksimovic and prof. Afridi and all the volunteers involved for their effort in making such a wonderful course for the power electronics community.",['maksimovic'],[0.75],5,[0.5435644431995964]
power-electronics-capstone,"The capstone project makes you realize info that you learned in previous courses. Reviews of other learners could help you to see your mistakes. The most interesting opportunity here, that you can see how others completed their designs. It is extremely helpfull!",['see'],[0.5],5,[0.8112781244591328]
power-electronics-capstone,"Simply, the best!",['best'],[0.48451162790697677],5,[0.8233232038953151]
presentation-skills,"Outstanding! Professor William Kuskin's Successful Presentation course provides learners with The Formula, a valuable asset to anyone needing to engage audiences, large or small.","['professor', 'course']","[0.625, 0.625]",5,"[0.6962122601251458, 0.6962122601251458]"
presentation-skills,I really enjoyed getting some very simple yet powerful rules ! I hope it will prove efficient !,['enjoyed'],[0.425],5,[0.8654698974285927]
presentation-skills,Awesome Course!!,['awesome'],[0.75],5,[0.5435644431995964]
presentation-skills,Awesome! Story about storytelling! This is really useful to me as a data scientist who needs to explain technical details to business audience in an engaging manner.,['awesome'],[0.75],5,[0.5435644431995964]
program-code,Probably one of the best Python courses I have ever done!,['probably'],[0.48451162790697677],5,[0.8233232038953151]
program-code,Wonderful course. Got to learn many things.,['wonderful'],[0.75],4,[0.5435644431995964]
program-code,I had been waiting for this course about half a year. I'm glad that I've completed it. I am not a coder in my profession but due to this and preceding courses I learnt many helpful interesting things. I enjoyed it.,['learnt'],[0.425],5,[0.8654698974285927]
program-code,Excellent course for learning good Python practices and testing techniques.,"['excellent', 'good']","[1.0, 0.5648148148148148]",5,"[0.0, 0.7557472208646809]"
program-code,"Very helpful. Nice introduction to unit, doc tests.",['nice'],[0.47916666666666663],5,[0.8273744775003173]
program-code,Great course with clear videos and assignments. I feel that all tasks were perfect. Neither too difficult nor too easy. Great job!,['feel'],[-0.6875],5,[0.6252624052234231]
program-code,"Quite simple course for those, who has already learned some python, but has some drawbacks in knowledge of unit testing, exceptions and classes. All examples are understandable and simple.Although expected more about quality code crafting, some hints and best practices, that could help in real life of the developer.",['simplealthough'],[0.48451162790697677],4,[0.8233232038953151]
program-code,"Good course, especially the doc and unit testing parts. I had hoped for a more advanced implementations, but thank you for mentioning the exec function.",['good'],[0.5648148148148148],4,[0.7557472208646809]
program-code,"A good follow up to the first part, I found the testing section particularly useful. I could only wish the course was longer and delved deeper into Classes and Exceptions.",['good'],[0.5648148148148148],5,[0.7557472208646809]
public-health-depression,"I really enjoyed listening to the lectures. The instructors are very knowledgeable and explain topics well. The assignments are in line with the course material. This course encouraged me to think critically about mental health, specifically major depression from a public health perspective. The reason why I gave it 3 stars is because I didn't find that there was much discussion on the discussion board. Each student just answered the question proposed by the instructor and that was it. There wasn't much discussion back and forth among the students. Also, I think the lectures are from 2013 so I am wondering if this course is being updated and covering the most current research in public health?",['enjoyed'],[0.425],3,[0.8654698974285927]
public-health-depression,FUN COURSE WHICH I ENJOYED QUITE A BIT.,['enjoyed'],[0.425],5,[0.8654698974285927]
r-packages,"Course material is a bit light, missing useful pieces of information. The example code is functional but not of sufficient standard to pass the documentation exercise. The solutions to the exercise are not covered in the course material. It takes a lot of outside work to get a good mark. Course is good, but the material needs a bit of work.","['code', 'take', 'get']","[-0.625, 0.5648148148148148, 0.5648148148148148]",3,"[0.6962122601251458, 0.7557472208646809, 0.7557472208646809]"
r-packages,Very good course for intermediate/advanced R users. Sad that you are elegible to do assignments only if you pay.,"['good', 'intermediateadvanced']","[0.5648148148148148, -0.625]",5,"[0.7557472208646809, 0.6962122601251458]"
r-packages,"This course provides useful knowledge in building R packages, as well as opportunities to implement our knowledge. However, as the previous courses in the series, the last module (week) is extremely challenging compared to the previous ones.",['knowledge'],[0.5],4,[0.8112781244591328]
rookie-teaching,"Excellent for teachers who've been at it awhile, too. I will recommend this course to my peers.",['excellent'],[1.0],5,[0.0]
rookie-teaching,"A good MOOC, but i was also hoping to see how to make solid lectures for class.",['good'],[0.5648148148148148],4,[0.7557472208646809]
rookie-teaching,They cover the three tips well and use classroom footage to demonstrate the points. (It would be nice if the classrooms didn't look staged though.),['demonstrate'],[0.47916666666666663],4,[0.8273744775003173]
rookie-teaching,"Even if you're a rookie teacher, the course turns you into a student first! Excellent material and teaching, but it seems specially geared toward K-12.",['student'],[1.0],4,[0.0]
rookie-teaching,This course should be taken by EVERY 1st year teacher once they are in the classroom or before they step into their own classroom. I'm positive that this course will help you and will guide you through some of the toughest situations. I really appreciate the fact that they encourage scripting and practicing the toughest things like giving consequences. I will definitely use the tools that they taught me in my second year and to be a more effective teacher. TWO THUMBS UP!,"['im', 'really']","[-0.4583333333333333, -0.4583333333333333]",5,"[0.8426578772022391, 0.8426578772022391]"
rookie-teaching,Excellent course! It have improved my performance at classroom by 150% :),['excellent'],[1.0],5,[0.0]
rookie-teaching,This course taught me some new concepts and gave me insight into best practice and working faster and smarter.,['insight'],[0.48451162790697677],5,[0.8233232038953151]
rookie-teaching,"Excellent course! Very good videos, and useful reading materials. Nothing to complain about. I look forward to being involved in more of Match's MOOCs. Thank you!","['excellent', 'good']","[1.0, 0.5648148148148148]",5,"[0.0, 0.7557472208646809]"
rookie-teaching,"I love the way Match teaches everything with goofy mnemonics that stick. Their curriculum has helped turn around my classroom teaching. They totally understand how hard the first year is, and are empathetic with their suggestions. I appreciate the examples, both the serious and goofy one. I'd recommend this to all teachers.",['turn'],[0.5],5,[0.8112781244591328]
rookie-teaching,Course director is fantastic and course materials is easily immediately applicable,['immediately'],[0.5],5,[0.8112781244591328]
rookie-teaching,"Easy to follow with lots of get tips, even for experienced teachers. Really enjoyed it and have implemented strategies I learned in the course, which are already showing results. Thank you!",['enjoyed'],[0.425],5,[0.8654698974285927]
rookie-teaching,"I took this course because I wanted to implement some changes in my teaching practice. I'm not a rookie teacher anymore, but this course provides some very accurate information and landmarks, and encouraged me a lot. As I am working, the effort is worth it, and perfectly sized : no overload. I could experiment with my own students and implement changes that had very positive impact on their practice. It was a way to practice english too... Thank you very much, I enjoyed being a rookie again and felt that many new things could still happen in this tiring but challenging job.",['practice'],[0.425],5,[0.8654698974285927]
sampling-methods,Excellent course with very useful material on sampling.,['excellent'],[1.0],5,[0.0]
sampling-methods,"This course was very good, but for people with less calculation experience, it takes far more time than posted. Also, it would be helpful to upload pdfs of slides so that formulas are more easily accessible and we don't have to scan back through videos to find them.",['good'],[0.5648148148148148],4,[0.7557472208646809]
sampling-methods,This is a good course and I enjoyed the video lectures. The course's reliance on peer-reviewed quizzes was not conducive to learning however. Coursera should seriously consider refraining from peer-reviewed assessments. The student's knowledge can easily be measured using traditional testing methods and the peer-reviewed materials could easily be modified.,"['good', 'enjoyed']","[0.5648148148148148, 0.425]",4,"[0.7557472208646809, 0.8654698974285927]"
sampling-methods,"Very poor course, especially when it gets to the last weeks, there are no enough instructions to help you in the exam. it is all about money transaction, I am sorry to say that.",['instruction'],[-0.4375],1,[0.8571484374283715]
scala-capstone,"Im not finished yet, but its really nice one. Much place to play with data and optimization beyond actual course requirements. Lot of freedom in implementation wich is great. Ive already learned a lot and planning to spend time playnig with Observatory project further just for fun and experience. Thank you so much for this opportunity! :)","['really', 'lot']","[0.47916666666666663, 0.5]",5,"[0.8273744775003173, 0.8112781244591328]"
scala-capstone,"The topic of capstone is great, but the milestones, and their APIs direct towards bad solutions.",['milestone'],[-0.5955882352941176],3,[0.7263179821168531]
scala-capstone,"Phenominal course! Well organized, good pace, great combination of ""practical theory"" with examples that illustrate the concepts. and very clear well-thought out explanations by Dr. Miller. Best Spark class I've seen, and best class in this series (sorry, Dr. Odersky).","['organized', 'illustrate', 'explanation', 'miller']","[0.5648148148148148, 0.48451162790697677, 0.48451162790697677, -0.4375]",5,"[0.7557472208646809, 0.8233232038953151, 0.8233232038953151, 0.8571484374283715]"
scala-capstone,Good project but instruction is a bit draft. Probably because I joined their first ever one.,['good'],[0.5648148148148148],3,[0.7557472208646809]
scala-capstone,Thank you. The course is really nice.,['really'],[0.47916666666666663],5,[0.8273744775003173]
scala-capstone,Good project enjoyed playing with the Scala.ja,"['good', 'project']","[0.5648148148148148, 0.425]",4,"[0.7557472208646809, 0.8654698974285927]"
scala-capstone,"A bit sad that actual full working solution is not graded as it invovled generating files on disk, which is compuation intensive...",['sad'],[-0.625],4,[0.6962122601251458]
self-awareness,Good course; very interesting. I would like to see the professor grade the course papers or at least review them instead of stric,['good'],[0.5648148148148148],4,[0.7557472208646809]
self-awareness,"$450 for this course and they can't even bother to make sure that the quizzes are scored correctly? Two weeks back to back and one question each week has been counted wrong when answered correctly. That, paired with the fact that your only method to have an assignment graded is via peer review means that I'll be suggesting peers save their money on this course. It's entirely possible that you could be stranded with no one to grade your work - Coursera's suggestion if this should occur is that you should beg on the forums - or transfer your work to a later session of the same course. Good content, awful policies intended to allow the platform to be hands-off for Coursera - that's unacceptable at this price.","['question', 'assignment', 'work']","[-0.5673076923076923, -0.5555555555555555, 0.5648148148148148]",1,"[0.7534393408598374, 0.7642045065086205, 0.7557472208646809]"
self-awareness,"Great course. Really good for those who want to be managers/leader, and those who are already leaders. Lots of reading required, but it is OK.",['good'],[0.5648148148148148],4,[0.7557472208646809]
self-awareness,Excellent course to get your brain thinking. Opens your eyes into a leadership sight. Help yourself,['excellent'],[1.0],5,[0.0]
self-marketing,Too many obvious things.,['many'],[0.5],1,[0.8112781244591328]
self-marketing,interesting and with a good balance between theory and practice. A bibliography at the end of the course could be useful,['good'],[0.5648148148148148],4,[0.7557472208646809]
self-marketing,"This course has been beneficial so far and I love the videos. The instructors are able to get their point across using layman terms, which is helpful.","['beneficial', 'point']","[0.625, -0.75]",4,"[0.6962122601251458, 0.5435644431995964]"
seo-project,I am very glad for such amazing tool like this one. It´s very good within SEO standpoint in his practical experience and for our recall for variety of the tools in this spectrum.,['good'],[0.5648148148148148],5,[0.7557472208646809]
seo-project,"Thank you Rebekah and the rest of the team because right now I have a new career. Just this week I started to help a client with a clinic who needs to improve his local SEO because his clinic didn't show up in the local search for the services he provide. Just working for a week and today he is number one in one of the keywords. I'm so proud that I was able to help him. Thank you, thank you, thank you!",['improve'],[0.4375],5,[0.8571484374283715]
social-innovation,Wonderful course. Very well put together.,['wonderful'],[0.75],5,[0.5435644431995964]
social-innovation,Thank you for a wonderful and enriching journey.,['thank'],[0.75],5,[0.5435644431995964]
social-innovation,"I would appreciate a bit more of detail in some topics, butI enjoyed it a lot. Thanks!",['topic'],[0.425],3,[0.8654698974285927]
social-innovation,Worth following with practical tools to understand better the required thinking to design innovation. I strongly recommend,['better'],[0.5291800000000001],5,[0.787323583326851]
social-innovation,"Great course. Loved the interaction between peers and they marking your work. Was irritating at first, but shows you the mistake we all make. Thinking that others should buy into your idea, but it gives you a slight glimpse into how the community might view it from their side.",['loved'],[0.575],5,[0.746234301365481]
social-innovation,Great course that helps you to be able to identify opportunities within your community that helps bring develoment.,['identify'],[0.5],5,[0.8112781244591328]
social-innovation,Thank you for this course.Its great opportunity for make a differentdifferent.Thank you for share yours experience and knowledge.God bless you.,['courseits'],[0.5],5,[0.8112781244591328]
